date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,peTTM,pbMRQ,psTTM,pcfNcfTTM,isST
2016-02-16,sh.000001,2758.5790,2840.6220,2758.5790,2836.5710,2746.1960,19596161536,198969135104.0000,3,0.007115,1,3.290900,,,,,
2016-02-17,sh.000001,2829.7640,2868.7010,2824.3560,2867.3380,2836.5710,21690992384,225964249088.0000,3,0.007875,1,1.084600,,,,,
2016-02-18,sh.000001,2881.7770,2893.2150,2857.6990,2862.8930,2867.3380,21920387328,230775054336.0000,3,0.007958,1,-0.155000,,,,,
2016-02-19,sh.000001,2854.9040,2872.7240,2840.4880,2860.0210,2862.8930,16339141376,178424844288.0000,3,0.005932,1,-0.100300,,,,,
2016-02-22,sh.000001,2888.5980,2933.9640,2880.3470,2927.1750,2860.0210,23217604096,238682816512.0000,3,0.008424,1,2.348000,,,,,
2016-02-23,sh.000001,2925.7080,2928.0480,2872.2820,2903.3310,2927.1750,19974066432,211548950528.0000,3,0.007247,1,-0.814600,,,,,
2016-02-24,sh.000001,2889.8850,2929.8710,2872.2740,2928.8960,2903.3310,21341038336,227851644928.0000,3,0.007743,1,0.880500,,,,,
2016-02-25,sh.000001,2922.2370,2922.2370,2729.8510,2741.2450,2928.8960,27028441600,271767142400.0000,3,0.009807,1,-6.406900,,,,,
2016-02-26,sh.000001,2760.0580,2784.7530,2715.8740,2767.2100,2741.2450,19111047168,190068985856.0000,3,0.006933,1,0.947200,,,,,
2016-02-29,sh.000001,2754.8140,2755.8900,2638.9630,2687.9790,2767.2100,20741070848,194640195584.0000,3,0.007523,1,-2.863200,,,,,
2016-03-01,sh.000001,2688.3800,2747.5620,2668.7570,2733.1700,2687.9790,18720744192,182185537536.0000,3,0.006791,1,1.681200,,,,,
2016-03-02,sh.000001,2733.7670,2852.7000,2732.5390,2849.6810,2733.1700,27096178432,259318767616.0000,3,0.009828,1,4.262900,,,,,
2016-03-03,sh.000001,2847.3310,2878.4450,2840.8740,2859.7580,2849.6810,28747821056,279971934208.0000,3,0.010422,1,0.353600,,,,,
2016-03-04,sh.000001,2848.5380,2880.3720,2808.8490,2874.1470,2859.7580,31249516800,294982111232.0000,3,0.011329,1,0.503200,,,,,
2016-03-07,sh.000001,2886.6400,2911.8390,2871.3460,2897.3400,2874.1470,21746683648,208559325184.0000,3,0.007884,1,0.807000,,,,,
2016-03-08,sh.000001,2895.6660,2902.6210,2802.5630,2901.3870,2897.3400,23348265984,220513955840.0000,3,0.008464,1,0.139700,,,,,
2016-03-09,sh.000001,2839.4110,2863.0150,2811.7180,2862.5560,2901.3870,18335538432,177072558080.0000,3,0.006647,1,-1.338400,,,,,
2016-03-10,sh.000001,2847.5670,2863.1760,2803.4760,2804.7260,2862.5560,13897946112,141812412416.0000,3,0.005038,1,-2.020200,,,,,
2016-03-11,sh.000001,2781.6000,2815.6070,2772.5510,2810.3070,2804.7260,12724755456,128450314240.0000,3,0.004613,1,0.199000,,,,,
2016-03-14,sh.000001,2830.0840,2889.8160,2823.0280,2859.4990,2810.3070,19481603072,202793148416.0000,3,0.007062,1,1.750400,,,,,
2016-03-15,sh.000001,2853.9780,2865.7870,2819.7950,2864.3680,2859.4990,16338666752,170219524096.0000,3,0.005923,1,0.170300,,,,,
2016-03-16,sh.000001,2858.7090,2881.5290,2854.1920,2870.4300,2864.3680,18649253632,190193856512.0000,3,0.006760,1,0.211600,,,,,
2016-03-17,sh.000001,2875.4110,2921.0000,2857.1910,2904.8320,2870.4300,20029021184,213843632128.0000,3,0.007258,1,1.198500,,,,,
2016-03-18,sh.000001,2915.5180,2971.5510,2908.7420,2955.1500,2904.8320,31333273600,328241160192.0000,3,0.011348,1,1.732200,,,,,
2016-03-21,sh.000001,2978.4550,3028.3220,2973.7580,3018.8020,2955.1500,35240043776,380823080960.0000,3,0.012761,1,2.153900,,,,,
2016-03-22,sh.000001,3001.6300,3019.1010,2988.4260,2999.3630,3018.8020,27037732096,311025315840.0000,3,0.009791,1,-0.643900,,,,,
2016-03-23,sh.000001,2991.1690,3012.5600,2980.8550,3009.9600,2999.3630,21697746176,256328163328.0000,3,0.007850,1,0.353300,,,,,
2016-03-24,sh.000001,2986.8010,2998.1540,2960.5370,2960.9700,3009.9600,23700640256,274795126784.0000,3,0.008574,1,-1.627600,,,,,
2016-03-25,sh.000001,2956.2000,2981.4080,2952.1060,2979.4340,2960.9700,17507434496,200818438144.0000,3,0.006334,1,0.623600,,,,,
2016-03-28,sh.000001,2988.0100,3008.1680,2948.5260,2957.8200,2979.4340,20202124032,232323731456.0000,3,0.007307,1,-0.725400,,,,,
2016-03-29,sh.000001,2956.7050,2962.2030,2905.2510,2919.8320,2957.8200,18296534528,201625833472.0000,3,0.006617,1,-1.284300,,,,,
2016-03-30,sh.000001,2941.2180,3001.1060,2941.2180,3000.6450,2919.8320,21037145088,234410622976.0000,3,0.007608,1,2.767700,,,,,
2016-03-31,sh.000001,3009.3670,3023.4090,2992.9160,3003.9150,3000.6450,22041344512,252219756544.0000,3,0.007971,1,0.109000,,,,,
2016-04-01,sh.000001,2997.0880,3009.6730,2956.2470,3009.5300,3003.9150,20654586624,217520533504.0000,3,0.007467,1,0.186900,,,,,
2016-04-05,sh.000001,3000.9380,3057.3300,2993.1480,3053.0650,3009.5300,25673034496,276654686208.0000,3,0.009282,1,1.446600,,,,,
